ApplNo	ProductNo	Form	RoutsOfAdministration	DrugName	ActiveIngredient
080013	001	TABLET	ORAL	SULFOSE	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080013	002	SUSPENSION	ORAL	SULFOSE	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080015	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080016	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080017	001	TABLET	ORAL	FURALAN	NITROFURANTOIN
080017	002	TABLET	ORAL	FURALAN	NITROFURANTOIN
080020	002	SOLUTION_DROPS	OPHTHALMIC	ISOPTO CETAMIDE	SULFACETAMIDE SODIUM
080021	001	OINTMENT	OPHTHALMIC	CETAMIDE	SULFACETAMIDE SODIUM
080024	001	SOLUTION_DROPS	OPHTHALMIC	SULFACEL-15	SULFACETAMIDE SODIUM
080025	001	SOLUTION_DROPS	OPHTHALMIC	SULF-10	SULFACETAMIDE SODIUM
080027	001	SOLUTION_DROPS	OPHTHALMIC	ALCAINE	PROPARACAINE HYDROCHLORIDE
080028	001	SOLUTION_DROPS	OPHTHALMIC	BLEPH-10	SULFACETAMIDE SODIUM
080028	002	SOLUTION_DROPS	OPHTHALMIC	BLEPH-30	SULFACETAMIDE SODIUM
080029	001	OINTMENT	OPHTHALMIC	SULFACETAMIDE SODIUM	SULFACETAMIDE SODIUM
080036	001	TABLET	ORAL	SOSOL	SULFISOXAZOLE
080040	001	TABLET	ORAL	SULSOXIN	SULFISOXAZOLE
080043	001	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080043	002	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080044	002	CAPSULE	ORAL	PROPOXYPHENE COMPOUND 65	ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
080059	002	TABLET	ORAL	NEOPASALATE	AMINOSALICYLATE SODIUM; AMINOSALICYLIC ACID
080078	001	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080078	002	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080079	001	TABLET	ORAL	SULFA-TRIPLE #2	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080081	001	TABLET	ORAL	SULFADIAZINE	SULFADIAZINE
080082	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080084	001	TABLET	ORAL	SULFADIAZINE	SULFADIAZINE
080085	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080086	001	TABLET	ORAL	TRIPLE SULFA	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080087	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080088	001	TABLET	ORAL	SULFADIAZINE	SULFADIAZINE
080094	001	TABLET	ORAL	TRIPLE SULFOID	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080097	001	POWDER	ORAL	SODIUM AMINOSALICYLATE	AMINOSALICYLATE SODIUM
080098	001	POWDER	ORAL	POTASSIUM AMINOSALICYLATE	POTASSIUM AMINOSALICYLATE
080099	001	TABLET	ORAL	SULFALOID	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080100	001	SUSPENSION	ORAL	SULFALOID	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080109	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080120	002	TABLET	ORAL	ISONIAZID	ISONIAZID
080123	002	SUSPENSION	ORAL	LANTRISUL	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080126	001	TABLET	ORAL	STANOZIDE	ISONIAZID
080126	002	TABLET	ORAL	STANOZIDE	ISONIAZID
080132	003	TABLET	ORAL	ISONIAZID	ISONIAZID
080132	004	TABLET	ORAL	ISONIAZID	ISONIAZID
080134	003	TABLET	ORAL	HYZYD	ISONIAZID
080134	004	TABLET	ORAL	HYZYD	ISONIAZID
080136	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080138	002	TABLET	ORAL	SODIUM P.A.S.	AMINOSALICYLATE SODIUM
080140	001	TABLET	ORAL	LANIAZID	ISONIAZID
080140	002	TABLET	ORAL	LANIAZID	ISONIAZID
080142	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080151	001	TABLET	ORAL	THYROGLOBULIN	THYROGLOBULIN
080153	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080154	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080157	001	TABLET	ORAL	PYRAZINAMIDE	PYRAZINAMIDE
080159	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080172	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080188	001	INJECTABLE	INJECTION	TESTOSTERONE PROPIONATE	TESTOSTERONE PROPIONATE
080188	002	INJECTABLE	INJECTION	TESTOSTERONE PROPIONATE	TESTOSTERONE PROPIONATE
080188	003	INJECTABLE	INJECTION	TESTOSTERONE PROPIONATE	TESTOSTERONE PROPIONATE
080189	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080195	001	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080195	002	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080195	003	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080195	004	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080197	001	TABLET	ORAL	SULFASALAZINE	SULFASALAZINE
080198	001	OINTMENT	TOPICAL	LIDOCAINE	LIDOCAINE
080203	001	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080204	001	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080205	001	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080205	003	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080205	004	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080205	005	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080209	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080210	001	OINTMENT	TOPICAL	LIDOCAINE	LIDOCAINE
080211	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080212	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080214	001	TABLET	ORAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080214	002	TABLET	ORAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080214	003	TABLET	ORAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080215	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080221	001	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080223	001	TABLET	ORAL	SERVISONE	PREDNISONE
080224	001	SOLUTION	IRRIGATION	SORBITOL-MANNITOL	MANNITOL; SORBITOL
080225	001	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080225	003	INJECTABLE	INJECTION	POTASSIUM CHLORIDE	POTASSIUM CHLORIDE
080229	001	SOLUTION_DROPS	OPHTHALMIC	NAPHCON FORTE	NAPHAZOLINE HYDROCHLORIDE
080232	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080235	002	SOLUTION_DROPS	OPHTHALMIC	VASOCON	NAPHAZOLINE HYDROCHLORIDE
080236	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080237	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080248	001	SOLUTION_DROPS	OPHTHALMIC	ALBALON	NAPHAZOLINE HYDROCHLORIDE
080254	002	INJECTABLE	INJECTION	TESTOSTERONE PROPIONATE	TESTOSTERONE PROPIONATE
080256	001	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080256	002	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080258	001	SYRUP	ORAL	ZARONTIN	ETHOSUXIMIDE
080259	001	CAPSULE	ORAL	PROMPT PHENYTOIN SODIUM	PHENYTOIN SODIUM
080268	002	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080269	001	CAPSULE	ORAL	PROPOXYPHENE HYDROCHLORIDE	PROPOXYPHENE HYDROCHLORIDE
080270	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080271	001	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080273	001	TABLET	ORAL	PROKLAR	SULFAMETHIZOLE
080276	001	INJECTABLE	INJECTION	TESTOSTERONE PROPIONATE	TESTOSTERONE PROPIONATE
080279	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080280	001	SUSPENSION	ORAL	TRIPLE SULFA	TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)
080281	001	TABLET	BUCCAL	ORETON	METHYLTESTOSTERONE
080283	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080285	001	TABLET	ORAL	PROPYLTHIOURACIL	PROPYLTHIOURACIL
080292	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080293	001	TABLET	ORAL	DELTA-DOME	PREDNISONE
080300	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080301	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080304	001	TABLET	ORAL	CORTALONE	PREDNISOLONE
080304	002	TABLET	ORAL	CORTALONE	PREDNISOLONE
080304	003	TABLET	ORAL	CORTALONE	PREDNISOLONE
080306	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080307	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080308	001	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080309	001	TABLET	ORAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080310	001	TABLET	ORAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080313	001	TABLET	ORAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080320	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080321	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080322	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080324	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080325	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080326	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080327	002	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080328	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080330	002	TABLET	ORAL	DOW-ISONIAZID	ISONIAZID
080333	001	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
080334	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080336	002	TABLET	ORAL	PREDNISONE	PREDNISONE
080339	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080340	001	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080340	002	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080340	003	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080341	001	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
080342	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080343	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080344	001	TABLET	ORAL	HYDROCORTISONE	HYDROCORTISONE
080344	002	TABLET	ORAL	HYDROCORTISONE	HYDROCORTISONE
080350	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080350	002	TABLET	ORAL	PREDNISONE	PREDNISONE
080350	003	TABLET	ORAL	PREDNISONE	PREDNISONE
080351	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080351	002	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080352	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080353	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080354	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080355	001	TABLET	ORAL	HYDROCORTISONE	HYDROCORTISONE
080356	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080358	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080358	002	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080358	003	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080359	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080359	002	TABLET	ORAL	PREDNISONE	PREDNISONE
080359	003	TABLET	ORAL	PREDNISONE	PREDNISONE
080364	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080364	002	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080364	003	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080365	001	INJECTABLE	INJECTION	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080366	001	TABLET	ORAL	SOXAZOLE	SULFISOXAZOLE
080368	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080368	002	TABLET	ORAL	ISONIAZID	ISONIAZID
080370	001	INJECTABLE	INJECTION	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080371	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080377	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080377	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080377	003	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
080377	004	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE W/ EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
080378	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080379	001	TABLET	ORAL	SULFISOXAZOLE	SULFISOXAZOLE
080380	001	TABLET	ORAL	BAMATE	MEPROBAMATE
080380	002	TABLET	ORAL	BAMATE	MEPROBAMATE
080381	001	TABLET	ORAL	TREMIN	TRIHEXYPHENIDYL HYDROCHLORIDE
080381	003	TABLET	ORAL	TREMIN	TRIHEXYPHENIDYL HYDROCHLORIDE
080384	002	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080384	003	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080385	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080386	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080387	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080388	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080389	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080390	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080390	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080393	001	TABLET	ORAL	RESERPINE	RESERPINE
080395	001	TABLET	ORAL	HYDROCORTISONE	HYDROCORTISONE
080397	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080398	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080399	001	TABLET	ORAL	DEXAMETHASONE	DEXAMETHASONE
080400	002	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080400	003	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080400	004	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080401	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080403	001	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080403	002	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080403	003	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080403	004	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080403	005	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080404	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE
080404	003	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE
080406	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
080406	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
080407	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080407	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080408	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE
080408	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE
080409	001	SOLUTION	TOPICAL	LTA II KIT	LIDOCAINE HYDROCHLORIDE
080414	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080414	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080415	001	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080415	002	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080416	001	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080416	002	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080419	001	CREAM	TOPICAL	HYDROCORTISONE ACETATE	HYDROCORTISONE ACETATE
080420	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080420	002	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080420	004	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080420	005	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080421	001	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080421	002	INJECTABLE	INJECTION	PROCAINE HYDROCHLORIDE	PROCAINE HYDROCHLORIDE
080425	001	SOLUTION	TOPICAL	TEXACORT	HYDROCORTISONE
080426	001	LOTION	TOPICAL	CETACORT	HYDROCORTISONE
080426	002	LOTION	TOPICAL	CETACORT	HYDROCORTISONE
080429	001	JELLY	TOPICAL	ANESTACON	LIDOCAINE HYDROCHLORIDE
080431	001	INJECTABLE	INJECTION	METARAMINOL BITARTRATE	METARAMINOL BITARTRATE
080438	001	CREAM	TOPICAL	HC #1	HYDROCORTISONE
080438	002	CREAM	TOPICAL	HC #4	HYDROCORTISONE
080439	001	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080439	002	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080439	003	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080439	004	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080439	005	TABLET	ORAL	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE
080442	002	CREAM	TOPICAL	NUTRACORT	HYDROCORTISONE
080442	003	CREAM	TOPICAL	NUTRACORT	HYDROCORTISONE
080443	002	LOTION	TOPICAL	NUTRACORT	HYDROCORTISONE
080443	003	LOTION	TOPICAL	NUTRACORT	HYDROCORTISONE
080445	001	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080445	002	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080445	003	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080445	004	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080446	001	TABLET	ORAL	RESERPINE	RESERPINE
080447	001	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080447	002	TABLET	ORAL	NITROFURANTOIN	NITROFURANTOIN
080448	001	TABLET	ORAL	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080448	002	TABLET	ORAL	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080452	001	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080452	002	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080454	001	TABLET	ORAL	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080455	007	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080455	008	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080455	009	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080455	010	INJECTABLE	INJECTION	MEPERIDINE HYDROCHLORIDE	MEPERIDINE HYDROCHLORIDE
080456	002	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080456	003	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080457	001	TABLET	ORAL	RESERPINE	RESERPINE
080457	002	TABLET	ORAL	RESERPINE	RESERPINE
080457	003	TABLET	ORAL	RESERPINE	RESERPINE
080459	001	CREAM	TOPICAL	ELDECORT	HYDROCORTISONE
080472	003	CREAM	TOPICAL	HYTONE	HYDROCORTISONE
080472	004	CREAM	TOPICAL	HYTONE	HYDROCORTISONE
080473	003	LOTION	TOPICAL	HYTONE	HYDROCORTISONE
080473	004	LOTION	TOPICAL	HYTONE	HYDROCORTISONE
080474	003	OINTMENT	TOPICAL	HYTONE	HYDROCORTISONE
080474	004	OINTMENT	TOPICAL	HYTONE	HYDROCORTISONE
080475	001	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080475	002	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080475	003	TABLET	BUCCAL_SUBLINGUAL	METHYLTESTOSTERONE	METHYLTESTOSTERONE
080481	001	OINTMENT	TOPICAL	HC (HYDROCORTISONE)	HYDROCORTISONE
080481	002	OINTMENT	TOPICAL	HC (HYDROCORTISONE)	HYDROCORTISONE
080482	003	CREAM	TOPICAL	HC (HYDROCORTISONE)	HYDROCORTISONE
080482	004	CREAM	TOPICAL	HC (HYDROCORTISONE)	HYDROCORTISONE
080483	001	CREAM	TOPICAL	HI-COR	HYDROCORTISONE
080489	002	OINTMENT	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080489	003	OINTMENT	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080491	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080492	001	TABLET	ORAL	RESERPINE	RESERPINE
080492	002	TABLET	ORAL	RESERPINE	RESERPINE
080493	001	TABLET	ORAL	CORTISONE ACETATE	CORTISONE ACETATE
080496	002	CREAM	TOPICAL	HYDROCORTISONE	HYDROCORTISONE
080498	001	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
080498	002	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
080500	001	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
080500	002	TABLET	ORAL	RAUWOLFIA SERPENTINA	RAUWOLFIA SERPENTINA ROOT
080504	001	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE	LIDOCAINE HYDROCHLORIDE
080504	004	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
080504	005	INJECTABLE	INJECTION	LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE	EPINEPHRINE; LIDOCAINE HYDROCHLORIDE
080505	001	CREAM	TOPICAL	CARMOL HC	HYDROCORTISONE ACETATE; UREA
080506	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080509	001	INJECTABLE	INJECTION	THIAMINE HYDROCHLORIDE	THIAMINE HYDROCHLORIDE
080510	001	INJECTABLE	INJECTION	CYANOCOBALAMIN	CYANOCOBALAMIN
080510	002	INJECTABLE	INJECTION	CYANOCOBALAMIN	CYANOCOBALAMIN
080510	003	INJECTABLE	INJECTION	CYANOCOBALAMIN	CYANOCOBALAMIN
080514	001	TABLET	ORAL	PREDNISONE	PREDNISONE
080515	002	INJECTABLE	INJECTION	CYANOCOBALAMIN	CYANOCOBALAMIN
080516	001	INJECTABLE	INJECTION	SODIUM SUCCINATE	SODIUM SUCCINATE
080517	001	INJECTABLE	INJECTION	PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE
080519	003	CAPSULE	ORAL	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE
080519	004	CAPSULE	ORAL	DIPHENHYDRAMINE HYDROCHLORIDE	DIPHENHYDRAMINE HYDROCHLORIDE
080521	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080522	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080523	001	TABLET	ORAL	ISONIAZID	ISONIAZID
080525	001	TABLET	ORAL	RESERPINE	RESERPINE
080525	002	TABLET	ORAL	RESERPINE	RESERPINE
080530	001	CAPSULE	ORAL	DOLENE	PROPOXYPHENE HYDROCHLORIDE
080531	002	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080534	001	TABLET	ORAL	PREDNISOLONE	PREDNISOLONE
080553	001	INJECTABLE	INJECTION	THIAMINE HYDROCHLORIDE	THIAMINE HYDROCHLORIDE
